name,sinta_id,dept,sinta_score,sinta_3yr_score,affil_score,affil_3yr_score,scopus_h_index,gs_h_index,wos_h_index,scopus_i10_index,gs_i10_index,wos_i10_index,scopus_g_index,gs_g_index,wos_g_index,scopus_article,scopus_citation,scopus_cited_document,gs_article,gs_citation,gs_cited_document,wos_article,wos_citation,wos_cited_document
GUN GUN GUMILAR,5983442,S1 - Kimia,373,93,0,0,4,6,,1,2,,1,1,,13,51,9,28,82,16,0,0,0
EDI SURESMAN,5993676,S2 - Pendidikan Umum dan Karakter,171,97,0,0,1,5,,0,1,,2,1,,3,2,1,40,65,15,0,0,0
MUHAMMAD RIZALUL WAHID,6780434,Unknown,82,82,0,0,1,2,,0,0,,0,1,,2,5,1,3,9,2,0,0,0
HANI YULINDRASARI,6033960,Unknown,199,94,0,0,2,5,,0,2,,1,1,,5,12,3,43,95,23,0,0,0
FARID ABDULLAH,5993877,S1 - Pendidikan Seni Rupa,115,93,0,0,0,2,,0,1,,0,1,,0,0,0,48,49,8,0,0,0
NANANG DWI ARDI,257201,S1 - Fisika,488,120,0,0,4,6,1,0,1,0,1,1,0,17,29,10,49,106,26,2,4,2
CECEP DARMAWAN,5989822,S3 - Pendidikan Kewarganegaraan,442,121,0,0,0,10,0,0,10,0,1,1,0,6,0,0,91,433,50,0,0,0
ASEP SOPIAN,258048,S1 - Pendidikan Bahasa Arab,205,121,0,0,0,4,0,0,0,0,0,1,0,0,0,0,109,61,22,0,0,0
SUCI UTAMI PUTRI,5993975,S1 - PGPAUD Kampus Purwakarta,158,93,0,0,1,7,,0,4,,1,1,,4,2,1,33,152,18,0,0,0
"DR. ENDANG RUSYANI, M.PD",6124916,S1 - Pendidikan Khusus,169,92,0,0,2,5,,0,1,,0,3,,2,14,2,29,56,11,0,0,0
DIANA NOOR ANGGRAINI,6140867,S1 - Pendidikan IPS,206,121,0,0,3,4,1,0,3,0,1,1,0,6,20,4,25,67,12,1,5,1
ANNISA JOVIANI ASTARI,6755030,S1 - Sains Informasi Geografi,127,92,0,0,2,3,1,1,1,1,0,1,0,2,24,2,8,43,3,2,17,2
YUNYUN YUDIANA,5994858,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",327,122,0,0,1,12,,0,13,,1,1,,3,3,1,55,389,29,0,0,0
TATANG PERMANA,6120239,D3 - Teknik Mesin,480,122,0,0,0,6,,0,4,,0,1,,0,0,0,70,290,36,0,0,0
KUSNENDI,5993243,S3 - Pendidikan Ekonomi,164,94,0,0,1,7,,0,5,,1,1,,4,2,1,38,127,20,0,0,0
SUPRIYONO,5992869,S1 - Manajemen Industri Katering,177,120,0,0,0,4,0,0,0,0,1,3,0,1,0,0,41,47,17,0,0,0
"DR. WIENDARTUN, M.SI",5994190,S1 - Fisika,493,123,0,0,3,2,,1,0,,2,9,,18,39,9,6,11,3,0,0,0
EKA PRIHATIN,6147695,S2 - Administrasi Pendidikan,334,82,0,0,1,9,,0,9,,1,1,,2,1,1,67,1570,36,0,0,0
RINITA ROSALINDA DEWI,6751456,Unknown,83,83,0,0,0,3,,0,1,,1,1,,1,0,0,8,28,4,0,0,0
HANA SILVANA,5994816,S1 - Perpustakaan dan Sains Informasi,350,84,0,0,1,7,,0,6,,1,1,,2,1,1,63,272,29,0,0,0
NIA NAFISAH,6005566,S1 - Bahasa dan Sastra Inggris,214,121,0,0,0,4,,0,0,,1,1,,3,0,0,32,39,16,0,0,0
WARLIM,6124952,S2 - Pendidikan Umum dan Karakter,379,82,0,0,0,12,,0,17,,0,0,,0,0,0,357,562,0,0,0,0
HENY DJOEHAENI,6001543,S2 - Pendidikan Anak Usia Dini,151,83,0,0,0,4,,0,2,,1,2,,2,0,0,33,93,15,0,0,0
ELIS ENDANG NIKMAWATI,5994650,S1 - Pendidikan Tata Boga,548,85,0,0,2,5,,0,1,,1,18,,6,7,2,36,81,19,0,0,0
SUKO PRATOMO,6730573,S2 - Pendidikan Geografi,123,83,0,0,1,6,,0,6,,1,1,,4,5,2,33,126,12,0,0,0
LELI KURNIAWATI,5994085,S1 - Pendidikan Guru Pendidikan Anak Usia Dini,142,84,0,0,0,4,0,0,1,0,0,1,0,0,0,0,24,111,11,0,0,0
MONA FIAMETTA FEBRIANTY,6681783,S1 - Kepelatihan Fisik Olahraga,96,84,0,0,0,2,,0,1,,0,1,,0,0,0,13,21,5,0,0,0
GEMA RULLYANA,5994404,S1 - Perpustakaan dan Sains Informasi,207,92,0,0,0,4,,0,1,,1,1,,4,0,0,41,48,14,0,0,0
SYAHIDIN,5993519,S2 - Pendidikan Agama Islam,199,85,0,0,0,5,0,0,4,0,0,1,0,0,0,0,34,102,19,0,0,0
DANDHI KUSWARDHANA,6133646,S1 - Pendidikan Teknik Elektro,211,85,0,0,2,0,,0,0,,1,1,,9,16,5,0,0,0,0,0,0
DEWI INDRIATI HADI PUTRI,6720737,S1 - Sistem Telekomunikasi,134,85,0,0,2,4,,0,1,,0,1,,3,12,3,10,26,5,0,0,0
DEDI SUTEDI,5993118,S2 - Pendidikan Bahasa Jepang,264,86,0,0,1,7,,0,4,,2,1,,2,1,1,51,1196,29,0,0,0
SUHERMAN SLAMET,5996323,S1 - PGSD Pendidikan Jasmani,167,86,0,0,0,3,0,0,1,0,0,1,1,0,0,0,21,23,8,1,0,0
NEINY RATMANINGSIH,5994421,S2 - Pendidikan Ilmu Pengetahuan Sosial,178,86,0,0,2,3,1,0,2,0,1,1,3,4,16,2,18,49,9,4,6,2
HAFIZ AJI AZIZ,6748855,S1 - Kimia,211,89,0,0,3,4,2,1,1,0,3,1,0,8,23,5,13,36,8,3,14,3
PUJI RAHMAWATI NURCAHYANI,6733171,S1 - Pendidikan Teknologi Agroindustri,211,89,0,0,3,4,2,1,1,1,0,6,0,4,24,3,11,45,8,3,18,3
TATANG HIDAYAT,6670154,Unknown,176,90,0,0,0,11,,0,13,,0,1,,0,0,0,45,353,24,0,0,0
YULIANTI FITRIANI,6130037,S1 - PGPAUD Kampus Serang,145,90,0,0,0,4,,0,1,,0,1,,0,0,0,20,48,11,0,0,0
MAHMUDAH SALWA GIANTI,6779018,S1 - Mekatronika dan Kecerdasan Buatan Kampus Purwakart,112,84,0,0,2,2,,0,1,,1,1,,5,9,4,7,20,4,0,0,0
ROJAB SITI RODLIYAH,5978990,S2 - Pendidikan Bahasa Inggris,273,122,0,0,1,7,,0,3,,1,1,,5,2,2,25,129,12,0,0,0
WAWAN WAHYU,6039132,S2 - Pendidikan Kimia,269,85,0,0,3,6,,0,1,,1,1,,10,19,5,34,81,17,0,0,0
DJAM'AN SATORI,5991840,Unknown,355,86,0,0,1,20,0,1,33,0,1,191,0,1,10,1,65,12773,59,0,0,0
KUSWANTO,6728771,S1 - PGPAUD Kampus Cibiru,113,101,0,0,0,3,,0,1,,0,1,,0,0,0,26,46,13,0,0,0
JAJAT S ARDIWINATA,5994332,S3 - Pendidikan Masyarakat,400,90,0,0,1,6,0,0,3,0,1,1,1,5,7,1,66,113,23,1,0,0
AHMAD HAMIDI,5995207,S1 - Ilmu Keolahragaan,132,91,0,0,0,3,,0,1,,0,1,,0,0,0,22,29,8,0,0,0
TIRTA ADIKUSUMA SUPARTO,6140627,D3 - Keperawatan,241,91,0,0,1,5,0,0,1,0,1,1,1,3,1,1,21,48,12,0,0,0
RADITYA MUHAMMAD,6682222,S1 - Rekayasa Perangkat Lunak,161,101,0,0,1,2,0,0,0,0,1,2,1,3,1,1,10,13,8,1,0,0
WAHYU SURAKUSUMAH,6723267,S1 - Pendidikan Biologi,417,102,0,0,2,8,2,0,6,0,1,1,3,8,13,4,44,191,24,5,5,3
YOYO SOMANTRI,5993939,S1 - Pendidikan Teknik Elektro,415,102,0,0,3,5,,1,2,,1,1,,17,32,10,39,180,21,0,0,0
NENI ROHAENI,5978803,S1 - Pendidikan Kesejahteraan Keluarga,225,98,0,0,1,4,1,0,0,0,0,1,1,1,1,1,65,53,19,5,1,1
PANDU HYANGSEWU,6656623,S1 - Pendidikan Sosiologi,126,100,0,0,1,0,,0,0,,0,1,,1,1,1,0,0,0,0,0,0
ENJANG ALI NURDIN,6141098,Unknown,191,103,0,0,2,2,,0,1,,1,1,,5,9,2,24,34,5,0,0,0
TINA HAYATI DAHLAN,5980395,S2 - Psikologi Pendidikan,310,103,0,0,1,5,1,0,1,0,1,1,1,5,1,1,43,62,14,11,1,1
RIDWAN ADAM MUHAMAD NOOR,6003943,S1 - Pendidikan Teknik Otomotif,187,100,0,0,0,5,,0,1,,1,1,,3,0,0,56,68,19,0,0,0
ENCEP SYARIEF NURDIN,5983269,S3 - Pendidikan Umum dan Karakter,361,103,0,0,2,5,0,0,3,0,2,1,1,5,8,3,56,200,16,1,0,0
NITA NOVIANTI,5978402,S1 - Bahasa dan Sastra Inggris,378,104,0,0,3,6,,1,6,,1,1,,8,32,5,29,195,15,0,0,0
AYUNG CANDRA PADMASARI,6130964,S1 - Pendidikan Multimedia Kampus Cibiru,114,100,0,0,0,2,0,0,0,0,1,1,0,2,0,0,15,18,7,0,0,0
YANI ACHDIANI,6122039,S1 - Pendidikan Kesejahteraan Keluarga,348,101,0,0,2,6,,0,4,,1,1,,5,7,2,41,209,22,0,0,0
SUMANANG MUHTAR GOZALI,6121808,S1 - Matematika,290,91,0,0,2,3,,0,1,,1,1,,11,12,5,28,50,12,0,0,0
FITRIANI AGUSTINA,5981275,S1 - Matematika,225,94,0,0,2,4,0,0,2,0,2,1,0,2,1,1,44,121,16,0,0,0
FITRI ALFARISA,6691682,S1 - PGSD Kampus Serang,144,99,0,0,2,4,0,0,1,0,3,1,0,3,4,2,25,89,8,0,0,0
MOKH IMAN FIRMANSYAH,5993699,S1 - Ilmu Pendidikan Agama Islam,228,94,0,0,2,4,0,0,1,0,2,1,0,3,4,2,22,58,12,0,0,0
DEWI SUSILAWATI,5993632,S2 - Pendidikan Jasmani,140,100,0,0,1,5,,0,3,,3,1,,3,6,1,69,99,24,0,0,0
SUSI GUSTINA,257517,S1 - Pendidikan Seni Musik,208,94,0,0,0,2,0,0,0,0,0,2,0,0,0,0,14,9,4,0,0,0
WILODATI,5976344,S2 - Pendidikan Sosiologi,277,102,0,0,0,5,,0,2,,1,1,,2,0,0,42,92,18,0,0,0
ANY ARYANI,6038233,S1 - Biologi,169,94,0,0,2,5,2,0,2,0,0,1,0,2,7,2,15,64,7,2,4,2
MITA NURHAYATI,6745947,S1 - Kimia,131,94,0,0,2,2,,0,0,,2,1,,7,9,3,11,13,4,0,0,0
DADI MULYADI NUGRAHA,6690012,D3 - Survey Pemetaan dan Informasi Geografis,113,104,0,0,0,3,0,0,1,0,0,2,0,0,0,0,27,39,13,0,0,0
MUHAMAD NURSALMAN,6143456,S2 - Pendidikan Ilmu Komputer,287,95,0,0,2,3,,1,1,,1,2,,12,27,6,17,44,10,0,0,0
RINI MARWATI,5981279,S1 - Matematika,370,100,0,0,0,5,,0,3,,1,1,,7,0,0,42,85,19,0,0,0
IMAN IMANUDIN,5994171,S1 - Ilmu Keolahragaan,335,95,0,0,1,10,,0,10,,1,1,,4,3,1,40,244,30,0,0,0
GHOITSA ROHMAH NURAZIZAH,6798290,S1 - Manajemen Resort dan Leisure,198,104,0,0,1,5,0,0,0,0,2,1,1,6,2,2,27,47,13,1,0,0
MIRAWATI,5982881,S1 - PGPAUD Kampus Cibiru,197,105,0,0,0,5,0,0,2,0,1,1,1,4,0,0,35,70,16,1,0,0
DEDI WARSANA,6778104,S1 - Film dan Televisi,109,105,0,0,0,2,0,0,0,0,0,4,0,0,0,0,9,13,4,0,0,0
WAWAN DARMAWAN,5992655,S3 - Pendidikan Sejarah,291,106,0,0,1,5,0,0,1,0,2,1,0,4,0,0,56,85,19,0,0,0
ERIK MUHAMMAD PAUHRIZI,6750889,S1 - Film dan Televisi,112,106,0,0,0,1,,0,1,,0,5,,0,0,0,4,19,1,0,0,0
ARISTANTI WIDYANINGSIH,5975674,S2 - Magister Ilmu Akuntansi,495,107,0,0,0,10,0,0,12,0,0,1,0,0,0,0,39,546,24,0,0,0
SRI SUBEKTI,5992880,S1 - Pendidikan Tata Boga,425,104,0,0,4,4,,0,3,,1,2,,10,11,6,40,71,21,0,0,0
TRIAS MEGAYANTI,6003266,S1 - Pendidikan Teknik Arsitektur,209,109,0,0,1,2,1,0,0,0,1,1,2,6,3,3,22,22,9,7,1,1
YATTI SUGIARTI,5993933,S1 - Pendidikan Teknologi Agroindustri,300,111,0,0,3,3,,0,1,,1,1,,9,13,6,35,36,13,0,0,0
RINI INTANSARI MEILANI,5994001,S1 - Pendidikan Manajemen Perkantoran,306,95,0,0,1,7,0,0,7,0,1,1,1,2,3,1,25,443,17,3,0,0
DEWI TURGARINI,6681270,S1 - Manajemen Industri Katering,382,106,0,0,0,5,,0,2,,1,1,,1,0,0,69,205,31,0,0,0
ROSITA RAHMA,5994318,S1 - Pendidikan Bahasa Dan Sastra Indonesia,128,110,0,0,1,0,0,0,0,0,2,1,0,5,3,3,0,0,0,0,0,0
REGINA LICHTERIA PANJAITAN,5996995,S1 - PGSD Kampus Sumedang,547,95,0,0,2,8,,0,7,,2,1,,7,7,4,47,267,31,0,0,0
SRI HARTO,6127481,S1 - Pendidikan Bahasa Inggris,208,112,0,0,1,3,0,0,2,0,1,1,1,3,1,1,52,45,10,0,0,0
TUTI ISTIANTI,5988088,S1 - PGPAUD Kampus Cibiru,350,110,0,0,1,7,,0,5,,1,1,,2,1,1,64,170,28,0,0,0
DIDIN BUDIMAN,5994760,S1 - PGSD Pendidikan Jasmani,319,118,0,0,2,9,0,0,8,0,1,2,0,4,5,2,44,170,24,0,0,0
"DR. RUHALIAH, M.HUM.",5980277,S1 - Pendidikan Bahasa Sunda,459,118,0,0,0,5,0,0,4,0,0,1,0,0,0,0,115,116,15,0,0,0
QONITA,6767689,S1 - PGPAUD Kampus Tasikmalaya,120,117,0,0,1,3,1,0,0,0,1,3,0,5,3,2,12,22,6,1,1,1
RIDWAN EFFENDI,5993378,S1 - Ilmu Komunikasi,363,111,0,0,2,8,0,0,6,0,1,1,0,4,9,3,36,990,20,0,0,0
EKA NUGRAHA,5994296,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",450,119,0,0,3,3,,2,0,,1,1,,18,39,8,34,33,11,0,0,0
AIM ABDULKARIM,5992379,S3 - Pendidikan Kewarganegaraan,410,118,0,0,3,10,,0,11,,1,1,,5,19,3,65,359,36,0,0,0
YUDI NURCAHYA,6141059,S1 - Pendidikan Kepelatihan Olahraga,142,119,0,0,1,3,0,0,0,0,1,1,1,3,1,1,13,22,5,1,0,0
TUTIN ARYANTI,258178,S2 - Arsitektur,573,109,0,0,3,7,1,1,6,0,1,1,2,16,34,8,60,147,28,7,9,3
RIZAL AHMAD FAUZI,6131297,S1 - PGSD Penjas Kampus Sumedang,145,120,0,0,0,2,,0,0,,0,1,,0,0,0,7,15,6,0,0,0
YANA SETIAWAN,5996344,S3 - Manajemen,636,107,0,0,0,3,,0,1,,0,1,,0,0,0,16,32,8,0,0,0
ASEP HERRY HERNAWAN,5992721,S2 - Pengembangan Kurikulum,386,113,0,0,0,16,,0,23,,1,2,,5,0,0,88,1386,55,0,0,0
BERLIANA,6009121,S2 - Pendidikan Olahraga,148,108,0,0,1,4,,0,1,,1,2,,4,2,1,36,44,14,0,0,0
RESA RESPATI,5994434,S1 - PGSD Kampus Tasikmalaya,205,107,0,0,0,6,,0,5,,1,1,,1,0,0,62,149,26,0,0,0
R BOYKE MULYANA,6139448,S1 - Pendidikan Kepelatihan Olahraga,185,109,0,0,2,4,,0,2,,1,1,,5,5,3,71,81,19,0,0,0
NINA SUTRESNA,6006453,S2 - Pendidikan Olahraga,348,111,0,0,5,6,,4,6,,1,1,,12,253,8,36,568,15,0,0,0
FAHMI JAHIDAH ISLAMY,6647689,S1 - Pendidikan Manajemen Perkantoran,165,109,0,0,1,5,0,0,2,0,1,1,0,3,3,2,18,62,10,0,0,0
BUDIMAN ANWAR,5978128,S1 - Kimia,327,120,0,0,3,6,,0,4,,3,2,,7,20,4,27,126,18,0,0,0
DIAN RINJANI,6127196,S1 - Pendidikan Multimedia Kampus Cibiru,124,120,0,0,0,2,0,0,0,0,1,1,0,1,0,0,11,15,6,0,0,0
HELMY FIRMANSYAH,5978105,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",350,107,0,0,4,4,,4,2,,1,1,,15,95,9,16,125,8,0,0,0
AGUS MAHENDRA,5979586,S1 - PGSD Pendidikan Jasmani,409,114,0,0,1,14,0,0,21,0,0,1,0,1,1,1,66,999,50,0,0,0
BUDI SUSETYO,6016781,S3 - Pendidikan Khusus,539,115,0,0,1,6,,0,4,,1,1,,2,5,1,61,998,31,0,0,0
BUDI HERMAWAN,6728996,S1 - Bahasa dan Sastra Inggris,273,115,0,0,3,6,,1,4,,1,1,,5,22,4,23,185,15,0,0,0
SUHARA,6125279,S1 - Pendidikan Biologi,249,108,0,0,1,1,,0,0,,1,1,,17,5,5,9,2,1,0,0,0
PURWATI,6746144,S1 - PGPAUD Kampus Tasikmalaya,167,116,0,0,1,7,0,0,7,0,0,1,0,1,3,1,30,175,12,0,0,0
SEPTIAN WILLIYANTO,6726124,S1 - Ilmu Keolahragaan,122,101,0,0,1,2,0,0,0,0,2,1,0,2,1,1,12,18,6,0,0,0
GIN GIN GUSTINE,6729061,S2 - Pendidikan Bahasa Inggris,249,116,0,0,3,5,0,0,4,0,1,1,0,4,15,3,23,151,10,0,0,0
FERI HIDAYATULLAH FIRMANSYAH,6130481,S1 - Pendidikan Multimedia Kampus Cibiru,131,107,0,0,0,4,0,0,1,0,1,1,0,3,0,0,18,33,9,0,0,0
"SALSA SOLLI NAFSIKA, M.PD.",6778100,S1 - Film dan Televisi,216,116,0,0,0,5,0,0,1,0,0,1,1,0,0,0,23,59,10,1,0,0
LILIS WIDANINGSIH,5995039,S1 - Pendidikan Teknik Arsitektur,293,109,0,0,2,4,,0,1,,1,1,,10,5,3,64,74,26,0,0,0
HAYANI WULANDARI,5994217,S1 - PGPAUD Kampus Purwakarta,247,124,0,0,2,5,,0,3,,1,1,,4,4,2,40,77,14,0,0,0
ADANG SUDRAZAT,6714452,S2 - Pendidikan Jasmani,116,115,0,0,0,3,0,0,0,0,1,1,0,2,0,0,11,20,8,4,5,3
DENI WARDANA,6662598,S1 - PGSD Kampus Serang,147,125,0,0,0,3,,0,0,,0,1,,0,0,0,27,17,6,0,0,0
IKA FITRI APRIANI,6649299,S1 - PGSD Kampus Tasikmalaya,152,125,0,0,1,3,0,0,1,0,1,1,1,5,1,1,27,34,13,1,0,0
R. NELLY NUR APANDI,6735793,S1 - Akuntansi,304,125,0,0,1,6,0,0,5,0,1,2,0,3,1,1,41,122,24,0,0,0
NITIH INDRA KOMALA DEWI,6125855,S1 - Arsitektur,170,115,0,0,1,2,0,0,1,0,0,1,1,1,1,1,17,47,11,3,0,0
JENURI,6134447,S2 - Pendidikan Ilmu Pengetahuan Sosial,257,115,0,0,0,8,,0,7,,0,0,,0,0,0,213,316,0,0,0,0
YUDHA MUNAJAT SAPUTRA,6146885,S3 - Pendidikan Olahraga,335,126,0,0,1,0,,0,0,,1,2,,2,1,1,0,0,0,0,0,0
RINA MARINA,257938,S1 - Teknik Sipil,299,126,0,0,2,3,,0,1,,1,2,,10,6,4,36,43,13,0,0,0
MAULIA DEPRIYA KEMBARA,5995003,S1 - Manajemen Resort dan Leisure,188,125,0,0,0,5,0,0,3,0,1,2,0,5,0,0,28,149,14,0,0,0
INTAN PERMATA SARI,6130817,S1 - Pendidikan Multimedia Kampus Cibiru,138,126,0,0,0,4,0,0,1,0,1,2,0,3,0,0,11,98,8,0,0,0
SHINTA MAHARANI,6000177,S1 - Pendidikan Teknologi Agroindustri,185,124,0,0,1,4,,0,1,,1,1,,4,4,1,28,99,17,0,0,0
BUDHI PAMUNGKAS GAUTAMA,5993835,S1 - Manajemen,188,76,0,0,0,8,,0,5,,0,1,,0,0,0,38,200,17,0,0,0
HERAENI TANUATMODJO,5996065,S1 - Pendidikan Akuntansi,146,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEWI CAKRAWATI,5992915,S1 - Pendidikan Teknologi Agroindustri,514,78,0,0,4,7,2,0,4,0,1,17,2,9,24,7,25,338,16,9,15,7
TASMA SUCITA,5993914,S1 - Pendidikan Teknik Elektro,309,74,0,0,1,4,,0,1,,1,1,,13,7,6,31,39,13,0,0,0
GIRANG RAZATI,5984831,S1 - Pendidikan Bisnis,172,67,0,0,0,4,,0,3,,0,1,,0,0,0,25,55,14,0,0,0
YOGI AKIN,5993593,S1 - PGSD Penjas Kampus Sumedang,113,65,0,0,1,3,0,0,0,0,1,1,1,4,1,1,30,29,11,0,0,0
SRIYONO,5995088,S1 - Pendidikan Teknik Otomotif,152,72,0,0,1,5,,0,4,,1,1,,1,0,0,23,211,16,0,0,0
EDED TARMEDI,5984792,Profesi - Pendidikan Profesi Guru,208,72,0,0,1,0,,0,0,,0,0,,1,2,1,0,0,0,0,0,0
TATI SUMIATI,6144320,Unknown,92,58,0,0,2,0,,0,0,,3,3,,3,6,2,0,0,0,0,0,0
ABUBAKAR,6664496,S2 - Administrasi Pendidikan,175,58,0,0,0,2,,0,2,,0,0,,0,0,0,11,199,2,0,0,0
RIKA MARDIANI,6750042,S1 - Pendidikan Akuntansi,80,66,0,0,0,3,,0,1,,0,1,,0,0,0,15,33,6,0,0,0
IRA RENGGANIS,6000936,S1 - Pendidikan Guru Sekolah Dasar,147,70,0,0,0,3,,0,0,,1,1,,2,0,0,38,31,17,0,0,0
IQBAL LHUTFI,6745836,S1 - Pendidikan Akuntansi,65,54,0,0,0,2,0,0,1,0,0,1,0,0,0,0,12,23,4,0,0,0
SILMI AFINA ALIYAN,6749474,S1 - Sains Informasi Geografi,76,56,0,0,2,2,,0,0,,1,1,,4,8,2,5,7,3,0,0,0
BADRUZAMAN,5994459,S1 - Ilmu Keolahragaan,233,61,0,0,1,5,0,0,3,0,1,1,1,5,3,1,27,68,14,1,0,0
DADANG KURNIA,6721738,S1 - PGSD Kampus Sumedang,282,61,0,0,1,10,,0,10,,2,1,,4,2,1,124,402,46,0,0,0
SRI WAHYUNI TANSHZIL,5995176,S1 - Pendidikan Pancasila Dan Kewarganegaraan,127,62,0,0,1,3,0,0,1,0,2,2,1,2,2,2,24,75,9,1,0,0
DEWI KUSRINI,5994903,S1 - Pendidikan Bahasa Jepang,76,63,0,0,0,1,,0,0,,0,2,,0,0,0,33,2,1,0,0,0
IIS AISYAH,6156866,S1 - Keperawatan Kampus Sumedang,63,62,0,0,2,3,,0,2,,0,1,,4,16,4,7,52,4,0,0,0
AGUS MULYANA,5992575,S3 - Pendidikan Sejarah,229,63,0,0,1,6,0,0,5,0,2,1,0,8,1,1,21,246,9,0,0,0
IQBAL FADLIL 'ABDILLAH SHODIKIN,6748117,Unknown,465,63,0,0,0,56,,0,161,,0,1,,0,0,0,369,24765,268,0,0,0
HIKMAT PRAMAJATI,6132635,Profesi - Profesi Ners Kampus Sumedang,70,56,0,0,1,1,0,0,0,0,0,1,0,1,2,1,9,3,2,0,0,0
ASEP HERRY HERNAWAN,6796197,Unknown,256,62,0,0,0,16,,0,24,,1,2,,5,0,0,88,1382,55,0,0,0
ANIN RUKMANA,6042017,S1 - PGSD Penjas Kampus Sumedang,108,62,0,0,2,4,,0,2,,0,4,,2,6,2,26,76,13,0,0,0
DIDIN SAMSUDIN,6102061,S1 - Pendidikan Bahasa Korea,74,63,0,0,0,1,0,0,1,0,1,2,0,1,0,0,9,18,2,0,0,0
IKA LESTARI DAMAYANTI,6745874,S1 - Pendidikan Bahasa Inggris,245,65,0,0,2,6,,0,4,,1,1,,5,13,3,27,148,12,0,0,0
M RIDWAN SUTISNA,6143237,S1 - PGSD Kampus Cibiru,68,56,0,0,0,3,,0,1,,1,1,,2,0,0,21,32,11,0,0,0
IBNU MUBARAK,6129017,D3 - Teknik Mesin,87,65,0,0,0,2,,0,1,,1,1,,2,0,0,23,18,4,0,0,0
NUGRAHA SUHARTO,6121505,S2 - Administrasi Pendidikan,110,64,0,0,0,1,,0,0,,0,1,,0,0,0,19,1,1,0,0,0
BAMBANG TRISNO,5993962,S1 - Pendidikan Teknik Elektro,160,63,0,0,2,3,,0,1,,1,2,,7,16,4,13,44,7,0,0,0
AMSOR,6681838,S1 - Pendidikan Fisika,79,65,0,0,1,1,,0,0,,1,3,,4,5,2,5,5,1,0,0,0
NUR FAIZAH ROMADONA,6001523,S1 - Pendidikan Guru Pendidikan Anak Usia Dini,143,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
ERWIN RAHAYU SAPUTRA,6745747,S1 - PGSD Kampus Tasikmalaya,128,62,0,0,1,2,,0,0,,1,4,,2,1,1,16,15,5,0,0,0
ASYIFA IMANDA SEPTIANA,6681802,S1 - Rekayasa Perangkat Lunak,84,62,0,0,2,4,,0,0,,0,1,,2,7,2,14,24,7,0,0,0
FITRANTY ADIRESTUTY,6682473,S1 - Ilmu Ekonomi dan Keuangan Islam,106,56,0,0,1,4,,0,1,,2,1,,2,1,1,20,43,10,0,0,0
ENTAN SAPTANI,6682914,S1 - PGSD Penjas Kampus Sumedang,204,56,0,0,1,5,,0,0,,2,5,,2,3,2,32,66,19,0,0,0
YONA WAHYUNINGSIH,6004841,S1 - PGSD Kampus Cibiru,195,56,0,0,0,3,,0,1,,0,1,,0,0,0,60,51,19,0,0,0
RUDIYANTO,6039467,S2 - Pendidikan Anak Usia Dini,189,56,0,0,0,4,,0,2,,0,1,,0,0,0,145,78,32,0,0,0
HADY SITI HADIJAH,5994566,S2 - Manajemen Perkantoran,161,56,0,0,0,7,0,0,6,0,0,1,0,0,0,0,30,310,16,0,0,0
BUDI SUPRIATONO PURNOMO,5996343,S1 - Akuntansi,289,56,0,0,0,7,,0,5,,1,2,,2,0,0,65,177,20,0,0,0
EKA SURACHMAN,5979141,S1 - Manajemen,65,64,0,0,1,1,,1,1,,0,1,,2,12,1,3,22,1,0,0,0
RISA TRIARISANTI,6102047,S1 - Pendidikan Bahasa Korea,61,57,0,0,0,1,0,0,1,0,1,1,0,1,0,0,13,42,4,0,0,0
AGUNG SETYO SASONGKO,6692607,S1 - Pendidikan Kelautan dan Perikanan Kampus Serang,99,63,0,0,0,2,0,0,0,0,1,1,0,1,0,0,15,12,6,0,0,0
ASEP SUMPENA,5978427,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",109,57,0,0,0,2,0,0,1,0,1,1,1,2,0,0,20,23,5,1,0,0
TONI SETIAWAN SUTANTO,6126662,S1 - Pendidikan Seni Musik,90,56,0,0,1,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0
KURNIA EKA WIJAYANTI,6004877,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",104,57,0,0,1,0,,0,0,,2,1,,3,4,3,5,0,0,0,0,0
AMAR MUFHIDIN,6750051,S1 - Pendidikan Teknik Bangunan,72,57,0,0,1,4,,0,0,,2,1,,2,1,1,33,31,13,0,0,0
RAMA WIJAYA ABDUL ROZAK,6759147,S1 - Manajemen Resort dan Leisure,90,57,0,0,0,4,,0,3,,1,1,,2,0,0,24,100,14,0,0,0
TATANG SURATNO,6729458,Unknown,341,57,0,0,2,11,,1,14,,1,1,,4,21,2,52,444,31,0,0,0
RETTY ISNENDES,5994546,S2 - Linguistik,202,57,0,0,0,6,,0,4,,0,1,,0,0,0,86,150,24,0,0,0
NURALY MASUM APRILY,6746170,S1 - PGPAUD Kampus Tasikmalaya,60,58,0,0,0,3,,0,2,,0,1,,0,0,0,12,31,5,0,0,0
