name,sinta_id,title,quartile,journal,author_order,creator,year,cited
WASIMUDIN SURYA SAPUTRA,5978996,Application of the MOORA Method for Decision Making in Receiver Foundation Scholarship in AMIK Tunas Bangsa,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 7,Creator : Andani S.,2019,1 cited
WASIMUDIN SURYA SAPUTRA,5978996,Decision Tree Optimization in C4.5 Algorithm Using Genetic Algorithm,Q4 Journal,Journal of Physics: Conference Series,Author Order : 6 of 6,Creator : Damanik I.S.,2019,12 cited
WASIMUDIN SURYA SAPUTRA,5978996,Analysis of Artificial Neural Network in Predicting the Fuel Consumption by Type of Power Plant,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 6,Creator : Saputra W.,2019,5 cited
ASEP SUPRIATNA,5978133,The application of scaffolding augmented reality (AR) media in the sharing task learning of electrolyte and non-electrolyte solutions,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Nurrohmah S.,2020,1 cited
ASEP SUPRIATNA,5978133,Identification of student's collaborative skills in learning salt hydrolysis through sharing and jumping task design,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Verawati Y.,2020,0 cited
ENJANG AKHMAD JUANDA,5993925,Design and development of band pass filter microstrip cascade trisection with open stub and defected ground structure (DGS) in 1800 MHz frequency,Q2 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 5,Creator : Juanda E.A.,2020,3 cited
WASIMUDIN SURYA SAPUTRA,5978996,Analysis of Artificial Neural Networks Method Backpropagation to Improve the Understanding Student in Algorithm and Programming,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 5,Creator : Lubis M.R.,2019,2 cited
WASIMUDIN SURYA SAPUTRA,5978996,Implementation of the Static Var Compensator (SVC) in the sub system 150 KV transmission to improvement effort voltage quality in West Java Area,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 4,Creator : Hasbullah H.,2019,1 cited
WASIMUDIN SURYA SAPUTRA,5978996,Preliminary Study of Micro-hydro Power Plant (MHPP) in the Rural Area,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 5,Creator : Ratnata I.W.,2018,2 cited
ASEP SUPRIATNA,5978133,Analysis of student difficulties based on respondents ability test on the topic of geometry molecules,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Nugraha M.,2019,0 cited
ASEP SUPRIATNA,5978133,Investigating learning support in science classroom during lesson study for a learning community,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Awinda A.,2019,0 cited
ASEP SUPRIATNA,5978133,Analysis of students difficulties based on respondents ability test on the topic of factors affecting reaction rate,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Sari W.K.,2019,1 cited
ASEP SUPRIATNA,5978133,Effect of didactical dialogue to enhance learning quality,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Sari W.K.,2019,0 cited
ENJANG AKHMAD JUANDA,5993925,Understanding technology literacy: The characteristics of ICT literacy vocational teachers,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 3 of 5,Creator : Saripudin S.,2018,3 cited
ENJANG AKHMAD JUANDA,5993925,Design of a Blended Learning Environment Based on Merrill's Principles,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Simarmata J.,2018,19 cited
ENJANG AKHMAD JUANDA,5993925,Optimization of Data Communication on Air Control Device Based on Internet of Things with Application of HTTP and MQTT Protocols,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Luthfi F.,2018,3 cited
ENJANG AKHMAD JUANDA,5993925,Omnidirectional MIMO antenna with collinear array for LTE applications,Q4 Journal,Pertanika Journal of Science and Technology,Author Order : 1 of 4,Creator : Juanda E.,2018,1 cited
ENJANG AKHMAD JUANDA,5993925,A stand-alone application software of graph plot for digital signal processing,Q4 Journal,Pertanika Journal of Science and Technology,Author Order : 4 of 5,Creator : Pantjawati A.,2017,0 cited
BELTASAR TARIGAN,5979103,INSTRUMENT PHYSICAL ACTIVITY QUESTIONNAIRE-DISABILITY (IPAQ-D) OBSERVE TEST FOR DISABILITIES DURING COVID-19: STUDY OF VALIDITY AND RELIABILITY IN 5 COUNTRIES,Q3 Journal,Sport Science,Author Order : 2 of 9,Creator : Burhaein E.,2021,11 cited
HERI YUSUF MUSLIHIN,6118136,Analysis of the Reliability and Validity of the Self-Determination Questionnaire Using Rasch Model,Q1 Journal,International Journal of Instruction,Author Order : 1 of 5,Creator : Muslihin H.Y.,2022,0 cited
BELTASAR TARIGAN,5979103,The influence of a games approach in physical education on senior high school students' creativity level and spatial intelligence,Q4 Journal,Man in India,Author Order : 1 of 3,Creator : Tarigan B.,2016,0 cited
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,The Didactical Design of Properties of Triangles based on Pecle Traditional Games in Primary School,no-Q Journal,"Proceedings of the 7th Mathematics, Science, and Computer Science Education International Seminar, M",Author Order : 3 of 6,Creator : Nur'Aeni E.,2020,0 cited
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,Analysis of students' critical thinking skill of fractions on primary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Muharram M.,2019,1 cited
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,Didactical design of cube nets based on Pecle traditional games in primary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 4,Creator : Nur'Aeni E.,2019,0 cited
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,Didactical design of mathematics teaching based on gobak sodor traditional games in primary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Nur'Aeni E.,2019,2 cited
WAWAN PURNAMA,6003518,A Multimetric Approach for Handoff Decision in Heterogeneous Wireless Networks,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Kustiawan I.,2018,0 cited
WAWAN PURNAMA,6003518,Magnetic properties of Co: Tio,Q4 Journal,Pertanika Journal of Science and Technology,Author Order : 2 of 4,Creator : Saripudin A.,2017,1 cited
WAWAN PURNAMA,6003518,Loss of load probability calculation for west Java power system with nuclear power plant scenario,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 5,Creator : Azizah I.D.,2017,1 cited
WAWAN PURNAMA,6003518,Electrical load profile analysis using clustering techniques,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 4,Creator : Damayanti R.,2017,8 cited
WAWAN PURNAMA,6003518,Simulation of Fiber Optic Chemical Sensor for Monitoring of pH Level,no-Q Journal,"2020 3rd International Conference on Information and Communications Technology, ICOIACT 2020",Author Order : 6 of 6,Creator : Rahmah H.,2020,0 cited
WAWAN PURNAMA,6003518,"Distance learning in vocational high schools during the covid-19 pandemic in West Java province, Indonesia",Q2 Journal,Indonesian Journal of Science and Technology,Author Order : 2 of 3,Creator : Mulyanti B.,2020,39 cited
WAWAN PURNAMA,6003518,Analysis of the relevance between Vocational High School competencies and the needs of the industrial sector on Computer and Network Engineering Competencies,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Kamilah S.,2020,0 cited
WAWAN PURNAMA,6003518,"Designing a microcontroller based electric physics experiment board ""mini Serial Lab 01""",Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Husni M.,2020,0 cited
BELTASAR TARIGAN,5979103,DIMENSIONS IN THE LEARNING IMPLEMENTATION AND STRATEGIES OF ADAPTED PHYSICAL EDUCATION FOR CHILDREN WITH SPECIAL NEEDS DURING THE COVID-19 PANDEMIC: A LITERATURE REVIEW & GROUNDED THEORY,Q3 Journal,Sport Science,Author Order : 2 of 8,Creator : Burhaein E.,2021,9 cited
BELTASAR TARIGAN,5979103,Scientific approach in physical education: Improving creativity and physical fitness of senior high school students in mountainous areas,Q3 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 1 of 1,Creator : Tarigan B.,2021,0 cited
BELTASAR TARIGAN,5979103,The experiences and understandings of the K-13 curriculum implementation of Indonesian teachers of adapted physical education (APE),Q4 Journal,International Sports Studies,Author Order : 2 of 3,Creator : Burhaein E.,2020,17 cited
BELTASAR TARIGAN,5979103,Developing a new model of resistance-based strength train and its effects on junior athletes' tennis serve performance,Q4 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 2 of 5,Creator : Dewanti R.A.,2020,2 cited
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,Didactital design of mathematics teaching in primary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 2,Creator : Nur'Aeni E.,2018,0 cited
WAWAN PURNAMA,6003518,Entrepreneurial model based technology creative industries sector software through the use of free open source software for Universitas Pendidikan Indonesia students,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 4,Creator : Hasan B.,2016,2 cited
WAWAN PURNAMA,6003518,Simulation and Performance Evaluation of Fiber Optic Sensor for Detection of Salinity in Prawn Pond Application,no-Q Journal,Proceeding - 2020 3rd International Conference on Vocational Education and Electrical Engineering: S,Author Order : 6 of 6,Creator : Hermawati S.,2020,0 cited
WAWAN PURNAMA,6003518,Training and development of Internet of Things creative industry entrepreneurship models for UPI students,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 4,Creator : Hasan B.,2019,0 cited
BELTASAR TARIGAN,5979103,Can scientific approach in physical education improve creativity and physical fitness of junior high school students living on coastal area?,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Tarigan B.,2017,0 cited
BELTASAR TARIGAN,5979103,Essential Role of Serum Calcium for Muscle Strength in Football Athletes,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Yusni,2017,2 cited
BELTASAR TARIGAN,5979103,Menstruation Cycle: Does it affect the Volley Ball Athletes' Physical Condition and Performance?,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Tarigan B.,2017,0 cited
BELTASAR TARIGAN,5979103,Menstrual Cycle: Does it Influence the Anxiety and Confidence of the Volley Ball Athletes?,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Tarigan B.,2017,0 cited
BELTASAR TARIGAN,5979103,Narcotics Misuse Victims: Is Physical Exercise for Their Fitness Needed,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 1,Creator : Tarigan B.,2017,0 cited
WAWAN PURNAMA,6003518,Redesigning street-lighting system using led and hps luminaires for better energy-saving application,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 3 of 6,Creator : Abdullah A.G.,2019,1 cited
WAWAN PURNAMA,6003518,Android Mobile Application for Heart Rate Measurement and Monitoring,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Hamdani A.,2018,1 cited
WAWAN PURNAMA,6003518,Student's Entrepreneur Model Development in Creative Industry through Utilization of Web Development Software and Educational Game,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Hasan B.,2018,0 cited
WAWAN PURNAMA,6003518,Characterization of Co:TiO,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Saripudin A.,2018,0 cited
KOKOM KOMALASARI,5984369,Living values based interactive multimedia in Civic Education learning,Q2 Journal,International Journal of Instruction,Author Order : 1 of 2,Creator : Komalasari K.,2019,14 cited
KOKOM KOMALASARI,5984369,How Do Primary Teachers Develop Students' Problem-Solving Skills to Construct Environmental Concepts?,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 5,Creator : Somantri M.,2019,0 cited
KOKOM KOMALASARI,5984369,Service learning model in social studies to foster student social care,Q3 Journal,New Educational Review,Author Order : 1 of 2,Creator : Komalasari K.,2019,2 cited
KOKOM KOMALASARI,5984369,Indonesian civic engagement among college students,Q2 Journal,Journal of Human Behavior in the Social Environment,Author Order : 4 of 4,Creator : Karliani E.,2019,4 cited
KOKOM KOMALASARI,5984369,The influence of living values education-based civic education textbook on student's character formation,Q3 Journal,International Journal of Instruction,Author Order : 1 of 2,Creator : Komalasari K.,2018,24 cited
KOKOM KOMALASARI,5984369,Culture-based social studies learning model in developing student multiculturalism,Q3 Journal,New Educational Review,Author Order : 1 of 3,Creator : Komalasari K.,2018,3 cited
KOKOM KOMALASARI,5984369,Value-based interactive multimedia development through integrated practice for the formation of students’ character,no-Q Journal,Turkish Online Journal of Educational Technology,Author Order : 1 of 2,Creator : Komalasari K.,2017,0 cited
KOKOM KOMALASARI,5984369,Value-based interactive multimedia development through integrated practice for the formation of students’ character,no-Q Journal,Turkish Online Journal of Educational Technology,Author Order : 0 of 0,Creator : Komalasari K.,2017,15 cited
KOKOM KOMALASARI,5984369,A model of living values education-based civic education textbooks in Indonesia,Q4 Journal,New Educational Review,Author Order : 1 of 2,Creator : Komalasari K.,2017,10 cited
KOKOM KOMALASARI,5984369,Culture-based contextual social studies learning for development of social and cultural values of junior high school students,no-Q Journal,Social Sciences (Pakistan),Author Order : 2 of 2,Creator : Saripudin D.,2016,13 cited
ATAT SITI NURANI,5999585,Puree sweet potato substitution in wet noodle processing,Q4 Journal,Journal of Physics: Conference Series,Author Order : 7 of 8,Creator : Mahmudatussa'Adah A.,2021,0 cited
ATAT SITI NURANI,5999585,Effect of blanching pre-treatment on colour and anthocyanin of dried slice purple sweet potato (Ipomoea batatas L),Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Mahmudatussa'Adah A.,2019,0 cited
ATAT SITI NURANI,5999585,Video Tutorial of Continental Food,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Nurani A.S.,2018,0 cited
ATAT SITI NURANI,5999585,"West Java Snack Mapping based on Snack Types, Main Ingredients, and Processing Techniques",Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Nurani A.,2016,1 cited
YUDY HENDRAYANA,6661161,Can scientific approach in physical education improve creativity and physical fitness of junior high school students living on coastal area?,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Tarigan B.,2017,0 cited
YUDY HENDRAYANA,6661161,Psychomotor Therapy (PMT) for Autistic Child in the Setting of Inclusive School in Bandung,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Hendrayana Y.,2017,0 cited
YUDY HENDRAYANA,6661161,The Role of Kinaesthetic Perception in Supporting the Acquisition of Skills in Sports Games,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 1,Creator : Hendrayana Y.,2017,0 cited
YUDY HENDRAYANA,6661161,INSTRUMENT PHYSICAL ACTIVITY QUESTIONNAIRE-DISABILITY (IPAQ-D) OBSERVE TEST FOR DISABILITIES DURING COVID-19: STUDY OF VALIDITY AND RELIABILITY IN 5 COUNTRIES,Q3 Journal,Sport Science,Author Order : 4 of 9,Creator : Burhaein E.,2021,11 cited
MULYANA,5984860,Physical Self-concept of High School Adolescents: Differences Based on Living Area and Gender,Q4 Journal,Malaysian Journal of Medicine and Health Sciences,Author Order : 4 of 4,Creator : Jajat,2021,0 cited
MULYANA,5984860,Optimization of Pencak Silat Athletes Coordination Through Brain Jogging,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Saputra M.,2017,1 cited
YUDY HENDRAYANA,6661161,DIMENSIONS IN THE LEARNING IMPLEMENTATION AND STRATEGIES OF ADAPTED PHYSICAL EDUCATION FOR CHILDREN WITH SPECIAL NEEDS DURING THE COVID-19 PANDEMIC: A LITERATURE REVIEW & GROUNDED THEORY,Q3 Journal,Sport Science,Author Order : 4 of 8,Creator : Burhaein E.,2021,9 cited
YUDY HENDRAYANA,6661161,Profile: Interpersonal communication skills for future coaches,Q3 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 4 of 7,Creator : Purnomo E.,2021,0 cited
YUDY HENDRAYANA,6661161,Improvement on gross motor skills of intellectual disability students through games,Q3 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 3 of 3,Creator : Priyono A.,2021,0 cited
MULYANA,5984860,Brain Jogging Training to Improve Motivation and Learning Result of Tennis Skills,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 4,Creator : Tafaqur M.,2017,0 cited
MULYANA,5984860,The Effect of Brain Jogging Exercise Toward the Increase of Concentration and Learning Achievement,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Komarudin,2017,0 cited
MULYANA,5984860,The Analysis of Physical Education Learning and Environment of Character Education-Based School,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Mulyana,2017,2 cited
MULYANA,5984860,Improving Self-Concept through Pencak Silat Learning,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 1,Creator : Mulyana,2017,3 cited
YUDY HENDRAYANA,6661161,Developing a new model of resistance-based strength train and its effects on junior athletes' tennis serve performance,Q4 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 4 of 5,Creator : Dewanti R.A.,2020,2 cited
YUDY HENDRAYANA,6661161,The impact of beta brain waves in improving cognitive function through brain jogging applications,Q4 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 1 of 5,Creator : Hendrayana Y.,2020,0 cited
YUDY HENDRAYANA,6661161,Parents of students with disabilities views in learning physical education in special needs school,Q1 Journal,Qualitative Report,Author Order : 4 of 4,Creator : Widyawan D.,2020,2 cited
MULYANA,5984860,An evaluation of government policy and program on sports and sport culture in Bandung,Q4 Journal,International Journal of Applied Business and Economic Research,Author Order : 2 of 3,Creator : Suherman A.,2016,0 cited
MULYANA,5984860,Developing respect through: Pencak Silat,Q4 Journal,Man in India,Author Order : 1 of 1,Creator : Mulyana,2016,0 cited
YUDY HENDRAYANA,6661161,Aerobic interval training in freestyle swimming,Q4 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 2 of 4,Creator : Edi Wahyudi M.,2020,2 cited
YUDY HENDRAYANA,6661161,Psychomotor Therapy (PMT) for Autistic Child in the Setting of Inclusive School in Bandung,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Hendrayana Y.,2017,0 cited
YUDY HENDRAYANA,6661161,The Role of Kinaesthetic Perception in Supporting the Acquisition of Skills in Sports Games,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 1,Creator : Hendrayana Y.,2017,0 cited
AHMAD BUKHORI MUSLIM,5974554,Linguistic hegemony in global recognition: English-mediated internationalisation at Indonesian higher education institutions,Q2 Journal,Policy Futures in Education,Author Order : 1 of 3,Creator : Muslim A.B.,2021,0 cited
AHMAD BUKHORI MUSLIM,5974554,Promoting students’ critical speaking skill through Plus-Minus-Interesting (PMI) strategies: A case study of Indonesian junior high schools,Q1 Journal,"3L: Language, Linguistics, Literature",Author Order : 4 of 4,Creator : Setyarini S.,2021,0 cited
HENY HENDRAYATI,5994544,The innovation of digital dockless bike-sharing for city’s air quality as sustainable transportation,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 4,Creator : Hendrayati H.,2019,0 cited
HENY HENDRAYATI,5994544,Analysis of centreline shrinkage in steel castings with grate-shaped geometry,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 2 of 4,Creator : Surachman E.,2019,0 cited
HENY HENDRAYATI,5994544,A management model of islamic gifts and alms received in form of welfare for community empowerment,Q4 Journal,International Journal of Economic Research,Author Order : 3 of 3,Creator : Kurjono,2016,0 cited
AHMAD BUKHORI MUSLIM,5974554,Qur'anic figurative language to develop high order thinking skills (HOTS) and religious tolerance among language learners,Q3 Journal,AlBayan,Author Order : 2 of 3,Creator : As'Ad M.,2021,0 cited
AHMAD BUKHORI MUSLIM,5974554,Disadvantaged but more resilient: the educational experiences of indigenous Baduy children of Indonesia,Q2 Journal,"Diaspora, Indigenous, and Minority Education",Author Order : 1 of 1,Creator : Bukhori Muslim A.,2021,0 cited
AHMAD BUKHORI MUSLIM,5974554,"""I start learning English through speaking"": Social agency demand and inter-school readiness for Indonesian young English learners",Q1 Journal,Indonesian Journal of Applied Linguistics,Author Order : 3 of 3,Creator : Setyarini S.,2020,0 cited
AHMAD BUKHORI MUSLIM,5974554,Indonesian parental perspectives of international school partnerships involving millennial learners,Q2 Journal,Journal of Research in International Education,Author Order : 1 of 3,Creator : Muslim A.B.,2020,2 cited
AHMAD BUKHORI MUSLIM,5974554,Qur'anic Perspective on Empowering Humanistic Foreign Language Teaching,Q3 Journal,Legal History Review,Author Order : 2 of 3,Creator : As'ad M.,2020,0 cited
AHMAD BUKHORI MUSLIM,5974554,Integrative and instrumental but low investment: The English learning motivation of Indonesian senior high school students,Q1 Journal,Indonesian Journal of Applied Linguistics,Author Order : 1 of 3,Creator : Muslim A.B.,2020,5 cited
AHMAD BUKHORI MUSLIM,5974554,Redefining EFL (English as a foreign language) teachers’ roles in technology-integrated instruction,Q4 Journal,ACM International Conference Proceeding Series,Author Order : 2 of 2,Creator : Karimah A.,2019,1 cited
AHMAD BUKHORI MUSLIM,5974554,Thinking critically while storytelling: Improving children's HOTS and English oral competence,Q3 Journal,Indonesian Journal of Applied Linguistics,Author Order : 2 of 5,Creator : Setyarini S.,2018,6 cited
AHMAD BUKHORI MUSLIM,5974554,"Heritage narratives, motivation to learn english and the development of national identity: An Indonesian perspective",Q2 Journal,Journal of Asia TEFL,Author Order : 1 of 1,Creator : Muslim A.,2017,4 cited
BACHRUDIN MUSTHAFA,5991800,Exploring undergraduate students’ experiences in dealing with post-editing of machine translation,Q1 Journal,Indonesian Journal of Applied Linguistics,Author Order : 3 of 4,Creator : Harto S.,2022,0 cited
BACHRUDIN MUSTHAFA,5991800,Student candidates' literacy analysis using an ICT-based tool,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Sajawandi L.,2020,1 cited
BACHRUDIN MUSTHAFA,5991800,Example-engagement-motivation (E2M): Designing an early literacy learning model for elementary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Maulani S.,2020,0 cited
AHMAD BUKHORI MUSLIM,5974554,Navigating between ethnic and religious identity: Heritage language maintenance among young Australians of indonesian origin,Q4 Journal,Indonesian Journal of Applied Linguistics,Author Order : 1 of 2,Creator : Muslim A.,2016,3 cited
AHMAD BUKHORI MUSLIM,5974554,Rice price volatility and its implication to food security in Indonesia,Q4 Journal,International Journal of Applied Business and Economic Research,Author Order : 1 of 1,Creator : Muslim A.,2015,2 cited
BACHRUDIN MUSTHAFA,5991800,Family Readiness Profiles in Implementing School Literacy Movement To Form Literate Generation: A Qualitative Study on Parents of Elementary School Students,no-Q Journal,ACM International Conference Proceeding Series,Author Order : 0 of 0,Creator : Sajawandi L.,2021,0 cited
BACHRUDIN MUSTHAFA,5991800,Voice of efl mentor teachers: Mentorship for mutual professional development,Q1 Journal,Studies in English Language and Education,Author Order : 2 of 3,Creator : Tanjung F.Z.,2021,0 cited
BACHRUDIN MUSTHAFA,5991800,The impact of online mentoring in implementing radec learning to the elementary school teachers’ competence in training students’ critical thinking skills: A case study during covid-19 pandemic,Q1 Journal,Jurnal Pendidikan IPA Indonesia,Author Order : 4 of 6,Creator : Lestari H.,2021,4 cited
BACHRUDIN MUSTHAFA,5991800,Policies on language education in Indonesia,Q2 Journal,Indonesian Journal of Applied Linguistics,Author Order : 2 of 2,Creator : Hamied F.,2019,3 cited
BACHRUDIN MUSTHAFA,5991800,The influence of mobile applications on students' speaking skill and critical thinking in English language learning,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Kusmaryani W.,2019,12 cited
BACHRUDIN MUSTHAFA,5991800,The use of interactive-compensatory model based-learning material to improve informational text reading comprehension ability of 5th grade elementary school in Bandung regency Indonesia,no-Q Journal,Advanced Science Letters,Author Order : 3 of 4,Creator : Puspita R.D.,2017,0 cited
BACHRUDIN MUSTHAFA,5991800,Student candidates' literacy analysis using an ICT-based tool,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Sajawandi L.,2020,1 cited
BACHRUDIN MUSTHAFA,5991800,Example-engagement-motivation (E2M): Designing an early literacy learning model for elementary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Maulani S.,2020,0 cited
BACHRUDIN MUSTHAFA,5991800,Seven issues and dilemmas in literature teaching in EFL context: Lessons from Indonesia,Q4 Journal,Indonesian Journal of Applied Linguistics,Author Order : 1 of 1,Creator : Musthafa B.,2015,1 cited
BACHRUDIN MUSTHAFA,5991800,The design of literacy environment model in primary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Hilman H.,2020,0 cited
IWAN SETIAWAN,5995430,Potential Improvement of Cihideung Village Through Layout Modification of Local Housing and Settlement,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : William A.,2018,0 cited
IWAN SETIAWAN,5995430,Development of microbial organic waste processing model in community of Sukasari Sub-District Bandung,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 4,Creator : Kastolani W.,2019,1 cited
IWAN SETIAWAN,5995430,Accelerated adiabatic dynamics in a triangular spin cluster,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Setiawan I.,2019,1 cited
GHULLAM HAMDU,5994188,"Learning device in the ""sTEMpedia"" mobile learning application",Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 5,Creator : Hamdu G.,2021,0 cited
GHULLAM HAMDU,5994188,The development of motion comic storyboard based on digital literacy and elementary school mathematics ability in the new normal era during covid-19 pandemic,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 5,Creator : Karlimah K.,2021,2 cited
BACHRUDIN MUSTHAFA,5991800,Local wisdom value's-based literacy education learning model in elementary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Lyesmaya D.,2020,3 cited
BACHRUDIN MUSTHAFA,5991800,Literacy environment: What must teachers do?,Q3 Journal,ACM International Conference Proceeding Series,Author Order : 2 of 3,Creator : Hilmawan H.,2020,0 cited
IWAN SETIAWAN,5995430,Investigating students' failure in fractional concept construction,Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 0,Creator : Kurniawan H.,2018,2 cited
IWAN SETIAWAN,5995430,School Culture and Ecology,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Mainaki R.,2018,0 cited
IWAN SETIAWAN,5995430,The School's Policy in Developing Students Ecological Intelligence,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Bahrudin M.D.F.,2018,0 cited
IWAN SETIAWAN,5995430,Construction of the fractional concept from the perspective of APOS theory,Q4 Journal,AIP Conference Proceedings,Author Order : 0 of 0,Creator : Kurniawan H.,2018,2 cited
IWAN SETIAWAN,5995430,The identification of parameter arrangement for hypothetical model of campus with earthquake disaster mitigation insight,no-Q Journal,MATEC Web of Conferences,Author Order : 3 of 3,Creator : Wahyuni L.,2018,1 cited
IWAN SETIAWAN,5995430,Fast-forward approach to adiabatic quantum dynamics of regular spin clusters: Nature of geometry-dependent driving interactions,Q1 Journal,Physical Review A,Author Order : 1 of 4,Creator : Setiawan I.,2019,4 cited
IWAN SETIAWAN,5995430,Analysis of Distribution of Rain Stations Based on Physiomorphohydro Zoning,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 2 of 2,Creator : Rohmat D.,2019,0 cited
IWAN SETIAWAN,5995430,Test the Effectiveness of Biopore in the Framework of Eco-Campus Development at Universitas Pendidikan Indonesia,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 1 of 2,Creator : Setiawan I.,2019,1 cited
